Genome_ID	Species	Accession	Gene_ID	Module_ID	Catalog_gene_symbol	locus_tag	Prokka_gene	EC_number	product	Evidence
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC022	FM05	adh	LABG0276_02569	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC031	FM07	adhE	LABG0276_02569	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC008	FM01	pgm	LABG0276_02813	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC023	FM06	pfl	LABG0276_02930	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC029	FM07	noxE	LABG0276_03021	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC013	FM03	xfp	LABG0276_03101	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC001	FM01	glk	LABG0276_03117	glkA	2.7.1.2	Glucokinase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC027	FM06	pox	LABG0276_03134	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0276	Lactiplantibacillus plantarum	GCF_035336205.1	GC027	FM06	pox	LABG0276_03136	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC030	FM07	npr	LABG0277_00133	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC016	FM03	gnd	LABG0277_00221	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC001	FM01	glk	LABG0277_00248	glcK	2.7.1.2	Glucokinase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC017	FM03	rpe	LABG0277_00294	rpe_1	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC021	FM05	adhE	LABG0277_00327		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC022	FM05	adh	LABG0277_00327		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC031	FM07	adhE	LABG0277_00327		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC010	FM01	pyk	LABG0277_00518	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC003	FM01	pfk	LABG0277_00519	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC009	FM01	eno	LABG0277_00537	eno	4.2.1.11	Enolase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC029	FM07	noxE	LABG0277_00562	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC025	FM06	alsD	LABG0277_00618	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC012	FM02	ldhD	LABG0277_00643		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC033	FM07	ldhD	LABG0277_00643		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC011	FM02	ldh	LABG0277_00778	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC032	FM07	ldh	LABG0277_00778	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC015	FM03	pgl	LABG0277_00833	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC020	FM04	ackA	LABG0277_00877	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC002	FM01	pgi	LABG0277_01096	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC030	FM07	npr	LABG0277_01130	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC027	FM06	pox	LABG0277_01191	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC013	FM03	xfp	LABG0277_01211	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC014	FM03	zwf	LABG0277_01229	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC008	FM01	pgm	LABG0277_01386	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC021	FM05	adhE	LABG0277_01390	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC022	FM05	adh	LABG0277_01390	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC031	FM07	adhE	LABG0277_01390	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC008	FM01	pgm	LABG0277_01623	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC023	FM06	pfl	LABG0277_01739	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC029	FM07	noxE	LABG0277_01836	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC013	FM03	xfp	LABG0277_01924	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC027	FM06	pox	LABG0277_01948	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC027	FM06	pox	LABG0277_01950	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC021	FM05	adhE	LABG0277_02017	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC031	FM07	adhE	LABG0277_02017	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC020	FM04	ackA	LABG0277_02223	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC020	FM04	ackA	LABG0277_02311	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC021	FM05	adhE	LABG0277_02331	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC031	FM07	adhE	LABG0277_02331	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC004	FM01	fba	LABG0277_02332	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC018	FM03	rpi	LABG0277_02357	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC011	FM02	ldh	LABG0277_02500	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC032	FM07	ldh	LABG0277_02500	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC008	FM01	pgm	LABG0277_02628	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC018	FM03	rpi	LABG0277_02631	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC029	FM07	noxE	LABG0277_02710	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC029	FM07	noxE	LABG0277_02722	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC006	FM01	gap	LABG0277_02741	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC007	FM01	pgk	LABG0277_02742	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC005	FM01	tpi	LABG0277_02743	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC009	FM01	eno	LABG0277_02744	eno2	4.2.1.11	Enolase 2	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC019	FM04	pta	LABG0277_02757	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC027	FM06	pox	LABG0277_02794	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC027	FM06	pox	LABG0277_02796	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC012	FM02	ldhD	LABG0277_02814		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC033	FM07	ldhD	LABG0277_02814		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC008	FM01	pgm	LABG0277_02836	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC008	FM01	pgm	LABG0277_02837	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC024	FM06	alsS	LABG0277_02924	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC011	FM02	ldh	LABG0277_03001	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC032	FM07	ldh	LABG0277_03001	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC017	FM03	rpe	LABG0277_03209	rpe_2	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0277	Lactiplantibacillus plantarum	GCF_035338015.1	GC018	FM03	rpi	LABG0277_03210	rpiB	5.3.1.6	Ribose-5-phosphate isomerase B	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC021	FM05	adhE	LABG0278_00025	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC031	FM07	adhE	LABG0278_00025	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC027	FM06	pox	LABG0278_00088	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC027	FM06	pox	LABG0278_00090	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC013	FM03	xfp	LABG0278_00113	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC029	FM07	noxE	LABG0278_00194	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC023	FM06	pfl	LABG0278_00287	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC008	FM01	pgm	LABG0278_00401	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC021	FM05	adhE	LABG0278_00655	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC022	FM05	adh	LABG0278_00655	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC031	FM07	adhE	LABG0278_00655	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC008	FM01	pgm	LABG0278_00659	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC014	FM03	zwf	LABG0278_00818	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC013	FM03	xfp	LABG0278_00836	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC027	FM06	pox	LABG0278_00858	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC030	FM07	npr	LABG0278_00920	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC002	FM01	pgi	LABG0278_00954	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC020	FM04	ackA	LABG0278_01176	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC015	FM03	pgl	LABG0278_01220	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC011	FM02	ldh	LABG0278_01274	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC032	FM07	ldh	LABG0278_01274	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC012	FM02	ldhD	LABG0278_01353		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC033	FM07	ldhD	LABG0278_01353		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC025	FM06	alsD	LABG0278_01378	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC029	FM07	noxE	LABG0278_01435	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC009	FM01	eno	LABG0278_01455	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC003	FM01	pfk	LABG0278_01473	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC010	FM01	pyk	LABG0278_01474	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC021	FM05	adhE	LABG0278_01672		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC022	FM05	adh	LABG0278_01672		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC031	FM07	adhE	LABG0278_01672		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC017	FM03	rpe	LABG0278_01709	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC001	FM01	glk	LABG0278_01754	glcK	2.7.1.2	Glucokinase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC016	FM03	gnd	LABG0278_01781	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC030	FM07	npr	LABG0278_01866	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC009	FM01	eno	LABG0278_01881	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC011	FM02	ldh	LABG0278_02134	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC032	FM07	ldh	LABG0278_02134	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC024	FM06	alsS	LABG0278_02211	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC008	FM01	pgm	LABG0278_02297	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC008	FM01	pgm	LABG0278_02298	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC012	FM02	ldhD	LABG0278_02320		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC033	FM07	ldhD	LABG0278_02320		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC027	FM06	pox	LABG0278_02338	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC027	FM06	pox	LABG0278_02340	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC019	FM04	pta	LABG0278_02377	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC009	FM01	eno	LABG0278_02390	eno2	4.2.1.11	Enolase 2	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC005	FM01	tpi	LABG0278_02391	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC007	FM01	pgk	LABG0278_02392	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC006	FM01	gap	LABG0278_02393	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC029	FM07	noxE	LABG0278_02412	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC029	FM07	noxE	LABG0278_02418	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC018	FM03	rpi	LABG0278_02564	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC008	FM01	pgm	LABG0278_02567	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC011	FM02	ldh	LABG0278_02679	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC032	FM07	ldh	LABG0278_02679	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC018	FM03	rpi	LABG0278_02829	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC004	FM01	fba	LABG0278_02855	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC021	FM05	adhE	LABG0278_02856	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC031	FM07	adhE	LABG0278_02856	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC020	FM04	ackA	LABG0278_02876	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0278	Lactiplantibacillus plantarum	GCF_035588615.1	GC020	FM04	ackA	LABG0278_02963	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC020	FM04	ackA	LABG0279_00176	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC020	FM04	ackA	LABG0279_00263	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC021	FM05	adhE	LABG0279_00280	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC031	FM07	adhE	LABG0279_00280	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC004	FM01	fba	LABG0279_00281	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC018	FM03	rpi	LABG0279_00302	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC011	FM02	ldh	LABG0279_00457	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC032	FM07	ldh	LABG0279_00457	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC008	FM01	pgm	LABG0279_00521	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC018	FM03	rpi	LABG0279_00524	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC029	FM07	noxE	LABG0279_00671	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC029	FM07	noxE	LABG0279_00677	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC006	FM01	gap	LABG0279_00696	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC007	FM01	pgk	LABG0279_00697	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC005	FM01	tpi	LABG0279_00698	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC009	FM01	eno	LABG0279_00699	eno2	4.2.1.11	Enolase 2	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC019	FM04	pta	LABG0279_00712	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC027	FM06	pox	LABG0279_00749	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC027	FM06	pox	LABG0279_00751	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC008	FM01	pgm	LABG0279_00790	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC008	FM01	pgm	LABG0279_00791	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC024	FM06	alsS	LABG0279_00875	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC011	FM02	ldh	LABG0279_00954	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC032	FM07	ldh	LABG0279_00954	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC030	FM07	npr	LABG0279_01244	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC016	FM03	gnd	LABG0279_01331	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC001	FM01	glk	LABG0279_01358	glcK	2.7.1.2	Glucokinase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC017	FM03	rpe	LABG0279_01403	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC021	FM05	adhE	LABG0279_01439		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC022	FM05	adh	LABG0279_01439		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0279	Lactiplantibacillus plantarum	GCF_036255815.1	GC031	FM07	adhE	LABG0279_01439		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
