Genome_ID,Species,Accession,Study_group,GC001,GC002,GC003,GC004,GC005,GC006,GC007,GC008,GC009,GC010,GC011,GC012,GC013,GC014,GC015,GC016,GC017,GC018,GC019,GC020,GC021,GC022,GC023,GC024,GC025,GC027,GC029,GC030,GC031,GC032,GC033
LABG_0276,Lactiplantibacillus plantarum,GCF_035336205.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0277,Lactiplantibacillus plantarum,GCF_035338015.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0278,Lactiplantibacillus plantarum,GCF_035588615.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0279,Lactiplantibacillus plantarum,GCF_036255815.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0280,Lactiplantibacillus plantarum,GCF_036259715.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0281,Lactiplantibacillus plantarum,GCF_036287535.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0282,Lactiplantibacillus plantarum,GCF_036321505.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0283,Lactiplantibacillus plantarum,GCF_036321605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0284,Lactiplantibacillus plantarum,GCF_036416335.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0285,Lactiplantibacillus plantarum,GCF_036898925.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0286,Lactiplantibacillus plantarum,GCF_037094665.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0287,Lactiplantibacillus plantarum,GCF_037099845.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0288,Lactiplantibacillus plantarum,GCF_037099865.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0289,Lactiplantibacillus plantarum,GCF_037100195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0290,Lactiplantibacillus plantarum,GCF_037113575.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0291,Lactiplantibacillus argentoratensis,GCF_037290055.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0292,Lactiplantibacillus plantarum,GCF_037414365.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0293,Lactiplantibacillus plantarum,GCF_037414405.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0294,Lactiplantibacillus plantarum,GCF_037414485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0295,Lactiplantibacillus plantarum,GCF_037997095.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0296,Lactiplantibacillus plantarum,GCF_038024955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0297,Lactiplantibacillus plantarum,GCF_038096155.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0298,Lactiplantibacillus plantarum,GCF_038592865.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0299,Lactiplantibacillus paraplantarum,GCF_038592875.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0300,Lactiplantibacillus plantarum,GCF_038743365.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0301,Lactiplantibacillus plantarum,GCF_039725565.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0302,Lactiplantibacillus plantarum,GCF_039954855.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0303,Lactiplantibacillus plantarum,GCF_040268325.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0304,Lactiplantibacillus plantarum,GCF_040271445.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0305,Lactiplantibacillus plantarum,GCF_040356725.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0306,Lactiplantibacillus plantarum,GCF_040435965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0307,Lactiplantibacillus plantarum,GCF_040448705.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0308,Lactiplantibacillus plantarum,GCF_040536935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0309,Lactiplantibacillus plantarum,GCF_040745055.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0310,Lactiplantibacillus plantarum,GCF_040790815.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0311,Lactiplantibacillus plantarum,GCF_040790905.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0312,Lactiplantibacillus plantarum,GCF_040822455.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0313,Lactiplantibacillus pentosus,GCF_040969965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0314,Lactiplantibacillus plantarum,GCF_041080595.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0315,Lactiplantibacillus plantarum,GCF_041222805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0316,Lactiplantibacillus plantarum,GCF_041297935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0317,Lactiplantibacillus plantarum,GCF_041344935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0318,Lactiplantibacillus plantarum,GCF_041344945.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0319,Lactiplantibacillus plantarum,GCF_041531555.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0320,Lactiplantibacillus plantarum,GCF_041725645.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0321,Lactiplantibacillus plantarum,GCF_041927215.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0322,Lactiplantibacillus plantarum,GCF_041941405.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0323,Lactiplantibacillus plantarum,GCF_042465735.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0324,Lactiplantibacillus plantarum,GCF_042691645.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0325,Lactiplantibacillus plantarum,GCF_044095195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0326,Lactiplantibacillus plantarum,GCF_044590115.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0327,Lactiplantibacillus plantarum,GCF_045010365.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0328,Lactiplantibacillus plantarum,GCF_045159745.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0329,Lactiplantibacillus plantarum,GCF_045348015.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0330,Lactiplantibacillus plantarum,GCF_045348195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0331,Lactiplantibacillus brownii,GCF_045862825.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
LABG_0332,Lactiplantibacillus plantarum,GCF_046097075.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0333,Lactiplantibacillus plantarum,GCF_046109905.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0334,Lactiplantibacillus plantarum,GCF_046244405.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0335,Lactiplantibacillus plantarum,GCF_046529735.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0336,Lactiplantibacillus plantarum,GCF_046843265.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0337,Lactiplantibacillus plantarum,GCF_047041085.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0338,Lactiplantibacillus plantarum,GCF_047223445.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0339,Lactiplantibacillus plantarum,GCF_047224495.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0340,Lactiplantibacillus plantarum,GCF_047277305.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0341,Lactiplantibacillus plantarum,GCF_047495545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0342,Lactiplantibacillus plantarum,GCF_047649195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0343,Lactiplantibacillus plantarum,GCF_048008025.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0344,Lactiplantibacillus plantarum,GCF_048009075.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0345,Lactiplantibacillus plantarum,GCF_048541615.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0346,Lactiplantibacillus plantarum,GCF_048568895.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0347,Lactiplantibacillus plantarum,GCF_049177195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0348,Lactiplantibacillus plantarum,GCF_049177205.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0349,Lactiplantibacillus plantarum,GCF_049188355.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0350,Lactiplantibacillus plantarum,GCF_049190885.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0351,Lactiplantibacillus plantarum,GCF_049241955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0352,Lactiplantibacillus plantarum,GCF_049330845.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0353,Lactiplantibacillus plantarum,GCF_049477935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0354,Lactiplantibacillus pentosus,GCF_049544935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0355,Lactiplantibacillus plantarum,GCF_049942725.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0356,Lactiplantibacillus plantarum,GCF_049942745.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0357,Lactiplantibacillus plantarum,GCF_049990875.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0358,Lactiplantibacillus plantarum,GCF_050106605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0359,Lactiplantibacillus pentosus,GCF_050407965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0360,Lactiplantibacillus plantarum,GCF_050563485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0361,Lactiplantibacillus plantarum,GCF_050613195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0362,Lactiplantibacillus plantarum,GCF_050613265.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0363,Lactiplantibacillus plantarum,GCF_050707955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0364,Lactiplantibacillus argentoratensis,GCF_050847345.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0365,Lactiplantibacillus pentosus,GCF_050858995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0366,Lactiplantibacillus argentoratensis,GCF_050871075.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0367,Lactiplantibacillus plantarum,GCF_050920835.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0368,Lactiplantibacillus paraplantarum,GCF_051098045.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0369,Lactiplantibacillus plantarum,GCF_051123805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0370,Lactiplantibacillus plantarum,GCF_051217015.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0371,Lactiplantibacillus plantarum,GCF_051225605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0372,Lactiplantibacillus plantarum,GCF_051557165.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0373,Lactiplantibacillus plantarum,GCF_051860185.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0374,Lactiplantibacillus plantarum,GCF_051903995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0375,Lactiplantibacillus plantarum,GCF_051918085.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0376,Lactiplantibacillus plantarum,GCF_051990715.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0377,Lactiplantibacillus plantarum,GCF_052037465.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0378,Lactiplantibacillus plantarum,GCF_052063245.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0379,Lactiplantibacillus plantarum,GCF_052232885.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0380,Lactiplantibacillus plantarum,GCF_052373675.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0381,Lactiplantibacillus plantarum,GCF_052373895.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0382,Lactiplantibacillus plantarum,GCF_052386115.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0383,Lactiplantibacillus plantarum,GCF_052438955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0384,Lactiplantibacillus plantarum,GCF_052692365.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0385,Lactiplantibacillus plantarum,GCF_052692615.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0386,Lactiplantibacillus plantarum,GCF_053570545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0387,Lactiplantibacillus pentosus,GCF_053813565.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0388,Lactiplantibacillus plantarum,GCF_053849045.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0389,Lactiplantibacillus plantarum,GCF_054031125.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0390,Lactiplantibacillus plantarum,GCF_054113425.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0391,Lactiplantibacillus pentosus,GCF_054129855.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0392,Lactiplantibacillus pentosus,GCF_054343575.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0393,Lactiplantibacillus plantarum,GCF_054484395.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0394,Lactiplantibacillus plantarum,GCF_054568115.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0395,Lactiplantibacillus plantarum,GCF_054695985.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0396,Lactiplantibacillus plantarum,GCF_054918155.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0397,Lactiplantibacillus pentosus,GCF_055233895.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0398,Lactiplantibacillus plantarum,GCF_055234055.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0399,Lactiplantibacillus plantarum,GCF_055809795.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0400,Lactiplantibacillus plantarum,GCF_056175105.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0401,Lactiplantibacillus plantarum,GCF_056270385.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0402,Lactiplantibacillus plantarum,GCF_056490545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0403,Lactiplantibacillus plantarum,GCF_056618465.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0404,Lactiplantibacillus paraplantarum,GCF_056618485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0405,Lactiplantibacillus plantarum,GCF_056725865.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0406,Lactiplantibacillus plantarum,GCF_056739195.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0407,Lactiplantibacillus plantarum,GCF_056821015.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0408,Lactiplantibacillus pentosus,GCF_056847305.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0409,Lactiplantibacillus plantarum,GCF_056858315.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0410,Lactiplantibacillus plantarum,GCF_057073515.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0411,Lactiplantibacillus plantarum,GCF_057073525.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0412,Lactiplantibacillus plantarum,GCF_057073535.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0413,Lactiplantibacillus plantarum,GCF_057073965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
