Genome_ID,Species_original,Species_current,Genus,Accession,FASTA_file,Study_group,Duplicate_accession,Include_primary_analysis,Assembly_level,Genome_size_bp,GC_percent,CDS,rRNA,tRNA,Contigs,N50_bp,Isolation_source,Fermentation_type,Notes
LABG_0278,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_035588615.1,GCF_035588615.1.fna,core_LAB,False,,,3362211,44.4068,,,,4,,,,
LABG_0279,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036255815.1,GCF_036255815.1.fna,core_LAB,False,,,3308302,44.4669,,,,1,,,,
LABG_0280,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036259715.1,GCF_036259715.1.fna,core_LAB,False,,,3333066,44.5129,,,,2,,,,
LABG_0281,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036287535.1,GCF_036287535.1.fna,core_LAB,False,,,3125069,44.7559,,,,1,,,,
LABG_0282,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036321505.1,GCF_036321505.1.fna,core_LAB,False,,,3337542,44.2468,,,,7,,,,
LABG_0283,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036321605.1,GCF_036321605.1.fna,core_LAB,False,,,3290215,44.5323,,,,5,,,,
LABG_0284,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036416335.1,GCF_036416335.1.fna,core_LAB,False,,,3225443,44.5475,,,,6,,,,
LABG_0285,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_036898925.1,GCF_036898925.1.fna,core_LAB,False,,,3274558,44.5192,,,,5,,,,
LABG_0286,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037094665.1,GCF_037094665.1.fna,core_LAB,False,,,3369454,44.3735,,,,3,,,,
LABG_0287,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037099845.1,GCF_037099845.1.fna,core_LAB,False,,,3392304,44.3594,,,,4,,,,
LABG_0288,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037099865.1,GCF_037099865.1.fna,core_LAB,False,,,3298596,44.5272,,,,4,,,,
LABG_0289,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037100195.1,GCF_037100195.1.fna,core_LAB,False,,,3235178,44.5874,,,,3,,,,
LABG_0290,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037113575.1,GCF_037113575.1.fna,core_LAB,False,,,3254457,44.5665,,,,2,,,,
LABG_0291,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_037290055.1,GCF_037290055.1.fna,core_LAB,False,,,3016664,45.4379,,,,1,,,,
LABG_0292,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037414365.1,GCF_037414365.1.fna,core_LAB,False,,,3224923,44.611,,,,1,,,,
LABG_0293,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037414405.1,GCF_037414405.1.fna,core_LAB,False,,,3259896,44.5489,,,,1,,,,
LABG_0294,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037414485.1,GCF_037414485.1.fna,core_LAB,False,,,3329996,44.4417,,,,3,,,,
LABG_0295,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_037997095.1,GCF_037997095.1.fna,core_LAB,False,,,3378947,44.3553,,,,9,,,,
LABG_0296,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_038024955.1,GCF_038024955.1.fna,core_LAB,False,,,3371266,44.4132,,,,6,,,,
LABG_0297,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_038096155.1,GCF_038096155.1.fna,core_LAB,False,,,3368590,44.4241,,,,4,,,,
LABG_0298,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_038592865.1,GCF_038592865.1.fna,core_LAB,False,,,3287922,44.5236,,,,1,,,,
LABG_0299,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_038592875.1,GCF_038592875.1.fna,core_LAB,False,,,3270438,43.8163,,,,3,,,,
LABG_0300,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_038743365.1,GCF_038743365.1.fna,core_LAB,False,,,3329879,44.4701,,,,2,,,,
LABG_0301,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_039725565.1,GCF_039725565.1.fna,core_LAB,False,,,3427597,44.3257,,,,3,,,,
LABG_0302,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_039954855.1,GCF_039954855.1.fna,core_LAB,False,,,3310847,44.4861,,,,2,,,,
LABG_0303,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040268325.1,GCF_040268325.1.fna,core_LAB,False,,,3239055,44.6045,,,,2,,,,
LABG_0304,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040271445.1,GCF_040271445.1.fna,core_LAB,False,,,3256520,44.5304,,,,3,,,,
LABG_0305,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040356725.1,GCF_040356725.1.fna,core_LAB,False,,,3265637,44.5421,,,,4,,,,
LABG_0306,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040435965.1,GCF_040435965.1.fna,core_LAB,False,,,2981956,44.8706,,,,5,,,,
LABG_0307,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040448705.1,GCF_040448705.1.fna,core_LAB,False,,,3450865,44.2817,,,,15,,,,
LABG_0308,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040536935.1,GCF_040536935.1.fna,core_LAB,False,,,3334424,44.3827,,,,5,,,,
LABG_0309,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040745055.1,GCF_040745055.1.fna,core_LAB,False,,,3322685,44.4787,,,,3,,,,
LABG_0310,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040790815.1,GCF_040790815.1.fna,core_LAB,False,,,3085076,44.7846,,,,1,,,,
LABG_0311,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040790905.1,GCF_040790905.1.fna,core_LAB,False,,,3263496,44.4846,,,,2,,,,
LABG_0312,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_040822455.1,GCF_040822455.1.fna,core_LAB,False,,,3332336,44.4755,,,,4,,,,
LABG_0313,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_040969965.1,GCF_040969965.1.fna,core_LAB,False,,,3702061,46.1948,,,,4,,,,
LABG_0314,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041080595.1,GCF_041080595.1.fna,core_LAB,False,,,3300604,44.4853,,,,10,,,,
LABG_0315,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041222805.1,GCF_041222805.1.fna,core_LAB,False,,,3225915,44.5872,,,,1,,,,
LABG_0316,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041297935.1,GCF_041297935.1.fna,core_LAB,False,,,3227035,44.5992,,,,1,,,,
LABG_0317,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041344935.1,GCF_041344935.1.fna,core_LAB,False,,,3424901,44.4049,,,,6,,,,
LABG_0318,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041344945.1,GCF_041344945.1.fna,core_LAB,False,,,3359093,44.4278,,,,10,,,,
LABG_0319,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041531555.1,GCF_041531555.1.fna,core_LAB,False,,,3431435,44.2889,,,,5,,,,
LABG_0320,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041725645.1,GCF_041725645.1.fna,core_LAB,False,,,3366048,44.4915,,,,10,,,,
LABG_0321,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041927215.1,GCF_041927215.1.fna,core_LAB,False,,,3284091,44.5318,,,,2,,,,
LABG_0322,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_041941405.1,GCF_041941405.1.fna,core_LAB,False,,,3361455,44.32,,,,3,,,,
LABG_0323,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_042465735.1,GCF_042465735.1.fna,core_LAB,False,,,3573648,44.2118,,,,10,,,,
LABG_0324,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_042691645.1,GCF_042691645.1.fna,core_LAB,False,,,3241974,44.51,,,,3,,,,
LABG_0325,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_044095195.1,GCF_044095195.1.fna,core_LAB,False,,,3205402,44.5718,,,,2,,,,
LABG_0326,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_044590115.1,GCF_044590115.1.fna,core_LAB,False,,,3458350,44.3416,,,,3,,,,
LABG_0327,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_045010365.1,GCF_045010365.1.fna,core_LAB,False,,,3246683,44.5847,,,,4,,,,
LABG_0328,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_045159745.1,GCF_045159745.1.fna,core_LAB,False,,,3248482,44.5112,,,,7,,,,
LABG_0329,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_045348015.1,GCF_045348015.1.fna,core_LAB,False,,,3295258,44.4785,,,,8,,,,
LABG_0330,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_045348195.1,GCF_045348195.1.fna,core_LAB,False,,,3197758,44.5988,,,,1,,,,
LABG_0331,Lactiplantibacillus brownii,Lactiplantibacillus brownii,Lactiplantibacillus,GCF_045862825.1,GCF_045862825.1.fna,core_LAB,False,,,3123493,43.661,,,,3,,,,
LABG_0332,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_046097075.1,GCF_046097075.1.fna,core_LAB,False,,,3206383,44.5602,,,,6,,,,
LABG_0333,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_046109905.1,GCF_046109905.1.fna,core_LAB,False,,,3242011,44.5093,,,,3,,,,
LABG_0334,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_046244405.1,GCF_046244405.1.fna,core_LAB,False,,,3345351,44.4051,,,,4,,,,
LABG_0335,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_046529735.1,GCF_046529735.1.fna,core_LAB,False,,,3247801,44.5122,,,,1,,,,
LABG_0336,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_046843265.1,GCF_046843265.1.fna,core_LAB,False,,,3540153,44.1793,,,,13,,,,
LABG_0337,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047041085.1,GCF_047041085.1.fna,core_LAB,False,,,3207611,44.6556,,,,1,,,,
LABG_0338,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047223445.1,GCF_047223445.1.fna,core_LAB,False,,,3018077,44.7862,,,,4,,,,
LABG_0339,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047224495.1,GCF_047224495.1.fna,core_LAB,False,,,3385731,44.3498,,,,9,,,,
LABG_0340,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047277305.1,GCF_047277305.1.fna,core_LAB,False,,,3371966,44.4863,,,,5,,,,
LABG_0341,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047495545.1,GCF_047495545.1.fna,core_LAB,False,,,3230636,44.5373,,,,2,,,,
LABG_0342,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_047649195.1,GCF_047649195.1.fna,core_LAB,False,,,3261808,44.4844,,,,2,,,,
LABG_0343,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_048008025.1,GCF_048008025.1.fna,core_LAB,False,,,3069225,44.7835,,,,1,,,,
LABG_0344,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_048009075.1,GCF_048009075.1.fna,core_LAB,False,,,3074387,44.6182,,,,1,,,,
LABG_0345,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_048541615.1,GCF_048541615.1.fna,core_LAB,False,,,3353648,44.3959,,,,9,,,,
LABG_0346,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_048568895.1,GCF_048568895.1.fna,core_LAB,False,,,3198414,44.7451,,,,1,,,,
LABG_0347,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049177195.1,GCF_049177195.1.fna,core_LAB,False,,,3066500,44.8018,,,,2,,,,
LABG_0348,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049177205.1,GCF_049177205.1.fna,core_LAB,False,,,3520032,44.2405,,,,7,,,,
LABG_0349,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049188355.1,GCF_049188355.1.fna,core_LAB,False,,,3381042,44.2692,,,,6,,,,
LABG_0350,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049190885.1,GCF_049190885.1.fna,core_LAB,False,,,3231898,44.5588,,,,1,,,,
LABG_0351,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049241955.1,GCF_049241955.1.fna,core_LAB,False,,,3502836,44.2514,,,,4,,,,
LABG_0352,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049330845.1,GCF_049330845.1.fna,core_LAB,False,,,3306720,44.4677,,,,1,,,,
LABG_0353,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049477935.1,GCF_049477935.1.fna,core_LAB,False,,,3317947,44.6236,,,,1,,,,
LABG_0354,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_049544935.1,GCF_049544935.1.fna,core_LAB,False,,,3553505,46.5206,,,,1,,,,
LABG_0355,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049942725.1,GCF_049942725.1.fna,core_LAB,False,,,3453184,44.179,,,,10,,,,
LABG_0356,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049942745.1,GCF_049942745.1.fna,core_LAB,False,,,3264387,44.4377,,,,6,,,,
LABG_0357,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_049990875.1,GCF_049990875.1.fna,core_LAB,False,,,3458240,44.2286,,,,5,,,,
LABG_0358,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050106605.1,GCF_050106605.1.fna,core_LAB,False,,,3207470,44.571,,,,2,,,,
LABG_0359,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_050407965.1,GCF_050407965.1.fna,core_LAB,False,,,3740574,46.1796,,,,6,,,,
LABG_0360,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050563485.1,GCF_050563485.1.fna,core_LAB,False,,,3250787,44.6069,,,,4,,,,
LABG_0361,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050613195.1,GCF_050613195.1.fna,core_LAB,False,,,3311099,44.4875,,,,2,,,,
LABG_0362,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050613265.1,GCF_050613265.1.fna,core_LAB,False,,,3220404,44.5633,,,,3,,,,
LABG_0363,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050707955.1,GCF_050707955.1.fna,core_LAB,False,,,3008879,44.8408,,,,3,,,,
LABG_0364,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_050847345.1,GCF_050847345.1.fna,core_LAB,False,,,3096698,45.338,,,,2,,,,
LABG_0365,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_050858995.1,GCF_050858995.1.fna,core_LAB,False,,,3512307,46.3657,,,,4,,,,
LABG_0366,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_050871075.1,GCF_050871075.1.fna,core_LAB,False,,,2988800,45.4308,,,,1,,,,
LABG_0367,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_050920835.1,GCF_050920835.1.fna,core_LAB,False,,,3341086,44.4556,,,,5,,,,
LABG_0368,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_051098045.1,GCF_051098045.1.fna,core_LAB,False,,,3332249,43.8248,,,,1,,,,
LABG_0369,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051123805.1,GCF_051123805.1.fna,core_LAB,False,,,3274539,44.5184,,,,6,,,,
LABG_0370,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051217015.1,GCF_051217015.1.fna,core_LAB,False,,,3370477,44.3999,,,,5,,,,
LABG_0371,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051225605.1,GCF_051225605.1.fna,core_LAB,False,,,3225945,44.5793,,,,1,,,,
LABG_0372,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051557165.1,GCF_051557165.1.fna,core_LAB,False,,,3437253,44.2497,,,,4,,,,
LABG_0373,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051860185.1,GCF_051860185.1.fna,core_LAB,False,,,3343988,44.3664,,,,4,,,,
LABG_0374,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051903995.1,GCF_051903995.1.fna,core_LAB,False,,,3390796,44.3186,,,,11,,,,
LABG_0375,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051918085.1,GCF_051918085.1.fna,core_LAB,False,,,3417646,44.2274,,,,17,,,,
LABG_0376,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_051990715.1,GCF_051990715.1.fna,core_LAB,False,,,3348977,44.345,,,,9,,,,
LABG_0377,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052037465.1,GCF_052037465.1.fna,core_LAB,False,,,3086756,44.7757,,,,2,,,,
LABG_0378,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052063245.1,GCF_052063245.1.fna,core_LAB,False,,,3350992,44.296,,,,4,,,,
LABG_0379,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052232885.1,GCF_052232885.1.fna,core_LAB,False,,,3198181,44.5895,,,,1,,,,
LABG_0380,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052373675.1,GCF_052373675.1.fna,core_LAB,False,,,3237522,44.5225,,,,4,,,,
LABG_0381,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052373895.1,GCF_052373895.1.fna,core_LAB,False,,,3396179,44.3433,,,,8,,,,
LABG_0382,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052386115.1,GCF_052386115.1.fna,core_LAB,False,,,3198962,44.5497,,,,4,,,,
LABG_0383,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052438955.1,GCF_052438955.1.fna,core_LAB,False,,,3368843,44.4421,,,,5,,,,
LABG_0384,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052692365.1,GCF_052692365.1.fna,core_LAB,False,,,3356384,44.8984,,,,1,,,,
LABG_0385,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_052692615.1,GCF_052692615.1.fna,core_LAB,False,,,3154593,44.6692,,,,1,,,,
LABG_0386,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_053570545.1,GCF_053570545.1.fna,core_LAB,False,,,3282143,44.5785,,,,6,,,,
LABG_0387,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_053813565.1,GCF_053813565.1.fna,core_LAB,False,,,3843946,46.0501,,,,10,,,,
LABG_0388,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_053849045.1,GCF_053849045.1.fna,core_LAB,False,,,3330934,44.4157,,,,7,,,,
LABG_0389,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054031125.1,GCF_054031125.1.fna,core_LAB,False,,,3241598,44.4954,,,,7,,,,
LABG_0390,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054113425.1,GCF_054113425.1.fna,core_LAB,False,,,3256546,44.5763,,,,2,,,,
LABG_0391,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_054129855.1,GCF_054129855.1.fna,core_LAB,False,,,3609490,46.3498,,,,1,,,,
LABG_0392,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_054343575.1,GCF_054343575.1.fna,core_LAB,False,,,3757123,46.2124,,,,4,,,,
LABG_0393,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054484395.1,GCF_054484395.1.fna,core_LAB,False,,,3380230,44.3929,,,,5,,,,
LABG_0394,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054568115.1,GCF_054568115.1.fna,core_LAB,False,,,3276265,44.4661,,,,6,,,,
LABG_0395,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054695985.1,GCF_054695985.1.fna,core_LAB,False,,,3272579,44.5376,,,,4,,,,
LABG_0396,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_054918155.1,GCF_054918155.1.fna,core_LAB,False,,,3388770,44.3857,,,,4,,,,
LABG_0397,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_055233895.1,GCF_055233895.1.fna,core_LAB,False,,,3908436,45.8989,,,,3,,,,
LABG_0398,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_055234055.1,GCF_055234055.1.fna,core_LAB,False,,,3394707,44.361,,,,2,,,,
LABG_0399,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_055809795.1,GCF_055809795.1.fna,core_LAB,False,,,3435471,44.3252,,,,7,,,,
LABG_0400,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056175105.1,GCF_056175105.1.fna,core_LAB,False,,,3324247,44.5162,,,,1,,,,
LABG_0401,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056270385.1,GCF_056270385.1.fna,core_LAB,False,,,3198182,44.5894,,,,1,,,,
LABG_0402,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056490545.1,GCF_056490545.1.fna,core_LAB,False,,,3126287,44.7079,,,,1,,,,
LABG_0403,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056618465.1,GCF_056618465.1.fna,core_LAB,False,,,3430249,44.2988,,,,7,,,,
LABG_0404,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_056618485.1,GCF_056618485.1.fna,core_LAB,False,,,3321831,43.7427,,,,9,,,,
LABG_0405,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056725865.1,GCF_056725865.1.fna,core_LAB,False,,,3397865,44.2817,,,,9,,,,
LABG_0406,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056739195.1,GCF_056739195.1.fna,core_LAB,False,,,3438324,44.3472,,,,4,,,,
LABG_0407,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056821015.1,GCF_056821015.1.fna,core_LAB,False,,,3311051,44.4874,,,,2,,,,
LABG_0408,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_056847305.1,GCF_056847305.1.fna,core_LAB,False,,,3627441,46.2904,,,,1,,,,
LABG_0409,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_056858315.1,GCF_056858315.1.fna,core_LAB,False,,,3035716,44.8004,,,,1,,,,
LABG_0410,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057073515.1,GCF_057073515.1.fna,core_LAB,False,,,3352329,44.4081,,,,3,,,,
LABG_0411,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057073525.1,GCF_057073525.1.fna,core_LAB,False,,,3261833,44.6222,,,,3,,,,
LABG_0412,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057073535.1,GCF_057073535.1.fna,core_LAB,False,,,3338545,44.4222,,,,3,,,,
LABG_0413,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057073965.1,GCF_057073965.1.fna,core_LAB,False,,,3356998,44.3893,,,,8,,,,
LABG_0414,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057074005.1,GCF_057074005.1.fna,core_LAB,False,,,3446196,44.3614,,,,4,,,,
LABG_0415,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,Lactiplantibacillus,GCF_057074015.1,GCF_057074015.1.fna,core_LAB,False,,,3263440,45.0457,,,,6,,,,
LABG_0416,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057365125.1,GCF_057365125.1.fna,core_LAB,False,,,3261256,44.4523,,,,3,,,,
LABG_0417,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_057400285.1,GCF_057400285.1.fna,core_LAB,False,,,3336910,44.4586,,,,3,,,,
